Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Spread,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Coverage of social safety net programs in richest quintile (% of population),872,90.833,0.0,float64,88,88,0,0.379,51.539,51.160000000000004,17.398,13.639,14.285,-0.628,0.672
Adequacy of social protection and labor programs (% of total welfare of beneficiary households),873,90.938,0.0,float64,87,87,0,0.704,96.405,95.70100000000001,21.782,16.744,19.377,3.097,1.659
Time to obtain an electrical connection (days),873,90.938,0.0,float64,87,79,7,5.8,194.3,188.5,35.48,24.1,33.667,9.95,2.766
Firms experiencing electrical outages (% of firms),876,91.25,0.0,float64,84,74,9,15.3,98.4,83.10000000000001,76.132,83.95,19.878,1.197,-1.385
Value lost due to electrical outages (% of sales for affected firms),876,91.25,0.0,float64,84,66,14,0.2,25.1,24.900000000000002,7.608,6.1,5.467,1.151,1.166
Losses due to theft and vandalism (% of annual sales of affected firms),878,91.458,0.0,float64,82,58,20,2.3,21.6,19.3,7.126,6.1,4.127,1.469,1.271
Domestic credit provided by financial sector (% of GDP),879,91.562,0.0,float64,81,81,0,5.029,171.421,166.392,64.607,34.432,55.136,-1.137,0.726
Firms experiencing losses due to theft and vandalism (% of firms),879,91.562,0.0,float64,81,77,4,0.7,55.6,54.9,25.652,24.3,11.511,-0.217,0.455
"Children in employment, female (% of female children ages 7-14)",880,91.667,0.0,float64,80,78,2,5.009,76.1,71.091,34.33,35.2,15.103,-0.275,0.07
"Children in employment, male (% of male children ages 7-14)",880,91.667,0.0,float64,80,74,6,4.992,72.8,67.80799999999999,37.568,36.84,15.246,-0.428,0.074
"Children in employment, study and work (% of children in employment, ages 7-14)",880,91.667,0.0,float64,80,80,0,23.952,97.564,73.612,66.659,70.168,19.315,-0.822,-0.371
"Children in employment, total (% of children ages 7-14)",880,91.667,0.0,float64,80,78,2,5.001,74.4,69.399,35.978,36.2,14.905,-0.373,0.044
"Children in employment, work only (% of children in employment, ages 7-14)",880,91.667,0.0,float64,80,80,0,2.436,76.048,73.612,33.34,29.832,19.315,-0.822,0.371
Fertilizer consumption (% of fertilizer production),880,91.667,0.0,float64,80,77,2,1.359,96273.846,96272.48700000001,4117.384,228.8,16996.384,19.111,4.458
Firms formally registered when operations started (% of firms),880,91.667,0.0,float64,80,77,3,44.6,100.0,55.4,81.009,83.15,12.896,0.935,-1.074
Multidimensional poverty headcount ratio (World Bank) (% of population),881,91.771,0.0,float64,79,73,6,0.4,85.7,85.3,51.804,52.4,21.597,-0.264,-0.382
"Gross PSD, Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,4.518,65.327,60.809,24.623,20.189,15.979,-0.284,0.783
"Gross PSD, Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,4.667,66.37,61.703,26.994,21.588,18.07,-0.656,0.739
"Gross PSD, Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,0.896,56.815,55.919,23.839,22.229,13.994,0.055,0.578
"Gross PSD, Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,0.896,52.137,51.241,21.468,21.176,14.797,-0.647,0.48
"Gross PSD, Central Gov., All maturities, All instruments, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,9.625,81.18,71.555,48.459,50.601,17.776,-0.055,-0.599
"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,2.198,66.04,63.842000000000006,28.788,25.556,17.292,-0.631,0.608
"Gross PSD, Central Gov., All maturities, Loans, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,0.759,48.699,47.94,18.193,18.21,12.953,-0.983,0.182
"Gross PSD, Central Gov., Long-term, All instruments, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,6.432,76.197,69.765,43.083,43.746,17.014,-0.128,-0.432
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,5.821,71.382,65.561,38.11,39.368,17.382,-0.612,-0.252
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,0.186,59.522,59.336,21.088,15.817,15.855,-0.29,0.826
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,0.196,47.499,47.303000000000004,16.352,15.881,12.844,-0.969,0.374
"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",882,91.875,0.104,float64,78,78,0,0.0,8.829,8.829,4.329,4.328,2.229,-0.734,-0.088
"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",882,91.875,0.0,float64,78,78,0,9.625,79.051,69.426,46.981,49.597,16.926,-0.047,-0.635
Average time to clear exports through customs (days),883,91.979,0.0,float64,77,59,14,1.5,39.3,37.8,8.862,7.3,6.261,6.592,2.018
"Gross PSD, Central Gov., Short-term, All instruments, Nominal Value, % of GDP",883,91.979,0.0,float64,77,77,0,0.178,12.353,12.174999999999999,5.449,4.983,3.182,-0.52,0.527
"Gross PSD, Central Gov., Short-term, Loans, Nominal Value, % of GDP",887,92.396,3.438,float64,73,41,1,0.0,2.034,2.034,0.283,0.004,0.46,1.833,1.549
Coverage of social insurance programs (% of population),889,92.604,0.0,float64,71,71,0,0.566,59.52,58.954,4.538,2.707,7.596,40.066,5.786
Coverage of social insurance programs in 2nd quintile (% of population),889,92.604,0.312,float64,71,69,1,0.0,59.418,59.418,3.411,1.214,7.629,42.397,5.987
Coverage of social insurance programs in 3rd quintile (% of population),889,92.604,0.0,float64,71,71,0,0.034,61.686,61.652,4.063,1.99,7.922,40.894,5.869
Coverage of social insurance programs in 4th quintile (% of population),889,92.604,0.0,float64,71,71,0,0.356,63.566,63.21,5.276,3.348,8.226,36.707,5.483
Coverage of social insurance programs in poorest quintile (% of population),889,92.604,0.208,float64,71,70,1,0.0,60.58,60.58,2.777,0.638,7.793,44.324,6.192
Coverage of social insurance programs in richest quintile (% of population),889,92.604,0.0,float64,71,71,0,1.375,52.353,50.978,7.158,5.48,7.365,20.544,3.946
Firms with female top manager (% of firms),889,92.604,0.0,float64,71,64,7,3.4,38.5,35.1,16.551,14.9,7.765,0.568,0.883
Investment in transport with private participation (current US$),889,92.604,0.0,float64,71,65,6,3900000.0,3483000000.0,3479100000.0,393958450.704,190000000.0,612958739.373,13.164,3.443
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",889,92.604,0.0,float64,71,67,4,4.9,73.6,68.69999999999999,40.185,42.2,18.838,-0.825,-0.281
Public private partnerships investment in transport (current US$),892,92.917,0.0,float64,68,62,6,3900000.0,3483000000.0,3479100000.0,403439264.706,201960000.0,624714827.854,12.484,3.357
Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),893,93.021,0.208,float64,67,66,1,0.0,10.521,10.521,2.475,1.456,2.824,1.96,1.644
Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),893,93.021,0.104,float64,67,67,0,0.0,49.337,49.337,9.717,7.499,9.13,3.69,1.376
Claims on other sectors of the domestic economy (% of GDP),893,93.021,0.0,float64,67,67,0,8.817,156.833,148.016,59.399,25.828,52.003,-1.405,0.56
"Condom use, population ages 15-24, male (% of males ages 15-24)",893,93.021,0.0,float64,67,64,3,7.5,79.2,71.7,40.833,39.8,16.954,-0.37,0.118
Adequacy of social insurance programs (% of total welfare of beneficiary households),894,93.125,0.0,float64,66,66,0,3.286,96.405,93.119,27.546,23.58,19.404,2.446,1.423
Adequacy of social safety net programs (% of total welfare of beneficiary households),894,93.125,0.0,float64,66,66,0,0.627,55.154,54.527,11.674,7.083,11.569,2.545,1.59
"Condom use, population ages 15-24, female (% of females ages 15-24)",894,93.125,0.0,float64,66,60,6,0.5,59.3,58.8,16.932,13.65,13.339,1.525,1.299
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, All instruments, Nominal Value, % of GDP",894,93.125,0.0,float64,66,66,0,0.07,42.295,42.225,5.878,2.196,10.039,6.077,2.668
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",894,93.125,0.0,float64,66,66,0,0.016,30.775,30.759,3.984,1.181,6.634,6.67,2.636
"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Loans, Nominal Value, % of GDP",894,93.125,0.104,float64,66,66,0,0.0,16.726,16.726,1.863,0.762,3.624,7.201,2.867
"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,408880210763.414,408880210763.414,71521755742.634,12209719720.891,124951150400.086,1.237,1.728
"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,476088967771.979,476088967771.979,82088663889.703,13103742410.665,146978195337.884,1.222,1.732
"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,112354078633.364,112354078633.364,25286128339.003,11105129033.152,33904117268.328,0.795,1.479
"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,45499355729.752,45499355729.752,14719179546.986,11105129033.152,14455388392.389,-0.698,0.748
"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,521234289396.779,521234289396.779,96806560729.704,27781740176.315,157890663756.275,1.205,1.705
"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,290561140641.003,290561140641.003,50875424899.169,14000652732.815,80710848129.894,1.741,1.781
"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,38909231006.273,38909231006.273,12699111765.775,9893612558.913,12035601882.846,-0.965,0.627
"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,280830155817.453,280830155817.453,56070389069.55,22824379539.336,78937068450.099,1.598,1.697
"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,280830155817.453,280830155817.453,54739684683.263,21104245381.256,79339385668.267,1.628,1.716
"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,250734055013.734,250734055013.734,42916304585.289,11047264353.803,72014999224.403,1.794,1.817
"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,35312352256.395,35312352256.395,11077907876.399,9532343798.403,10470451808.277,-0.527,0.717
"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,240404133579.325,240404133579.325,40736171608.988,1102367686.786,80507932756.836,1.066,1.717
"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",894,93.125,0.312,float64,66,64,1,0.0,39827085627.268,39827085627.268,7042365646.068,978629347.436,9637003538.244,1.11,1.405
"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",894,93.125,0.0,float64,66,59,5,0.4,10.94,10.54,2.132,1.76,1.821,12.193,3.356
"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",894,93.125,0.0,float64,66,65,1,1.01,24.13,23.119999999999997,5.477,4.23,4.368,7.606,2.644
"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, % of GDP",895,93.229,2.708,float64,65,40,1,0.0,6.187,6.187,0.796,0.611,1.135,9.716,2.762
"Net official flows from UN agencies, SDGFUND (current US$)",896,93.333,0.0,float64,64,44,2,-100000.001,4781740.189,4881740.19,574524.155,500000.0,644114.003,28.961,4.632
Average transaction cost of sending remittances from a specific country (%),899,93.646,0.0,float64,61,61,0,1.075,17.831,16.756,7.648,6.918,4.333,-0.539,0.602
Female genital mutilation prevalence (%),900,93.75,0.0,float64,60,57,3,0.3,99.2,98.9,39.535,26.4,32.262,-1.135,0.575
"Gross PSD, Financial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",902,93.958,1.354,float64,58,46,1,0.0,23.764,23.764,4.734,0.788,7.7,0.86,1.559
"Gross PSD, Financial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",902,93.958,1.354,float64,58,46,1,0.0,9.042,9.042,2.006,0.924,2.679,0.747,1.391
"Children in employment, wage workers (% of children in employment, ages 7-14)",905,94.271,0.0,float64,55,52,3,0.21,74.47,74.26,6.564,3.92,10.803,29.77,5.003
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",905,94.271,0.0,float64,55,55,0,0.11,77.3,77.19,5.917,3.0,10.864,35.654,5.556
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",905,94.271,0.0,float64,55,53,2,0.31,71.93,71.62,7.19,4.75,10.936,23.575,4.405
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",905,94.271,0.625,float64,55,50,1,0.0,48.91,48.91,13.172,8.522,14.341,0.277,1.175
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",905,94.271,1.458,float64,55,42,1,0.0,93.135,93.135,19.295,1.236,32.983,0.183,1.425
"Gross PSD, Financial Public Corp., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",905,94.271,1.458,float64,55,42,1,0.0,108.158,108.158,22.172,1.236,38.708,0.167,1.43
Investment in ICT with private participation (current US$),905,94.271,0.0,float64,55,42,5,4920000.0,900000000.0,895080000.0,261221090.909,198450000.0,257476712.17,-0.402,0.932
"Specialist surgical workforce (per 100,000 population)",905,94.271,0.0,float64,55,50,4,0.13,48.57,48.44,4.07,0.75,10.096,12.243,3.541
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",906,94.375,0.0,float64,54,53,1,42.78,97.07,54.28999999999999,81.488,84.355,11.303,1.506,-1.111
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",906,94.375,0.0,float64,54,54,0,40.05,97.1,57.05,82.4,85.315,11.054,2.743,-1.344
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",906,94.375,0.0,float64,54,53,1,44.88,97.18,52.300000000000004,80.619,83.475,11.729,0.829,-0.952
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",906,94.375,0.625,float64,54,49,1,0.0,61.478,61.478,23.436,18.667,18.529,-1.016,0.464
"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",906,94.375,0.625,float64,54,49,1,0.0,8.829,8.829,4.151,4.75,2.696,-1.265,-0.257
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",906,94.375,2.292,float64,54,33,1,0.0,3.48,3.48,0.676,0.077,1.01,1.587,1.597
"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",906,94.375,0.312,float64,54,52,1,0.0,4983308981.65,4983308981.65,1626416472.128,1274655840.498,1234614054.652,0.184,0.814
"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",906,94.375,0.417,float64,54,51,1,0.0,3596878749.878,3596878749.878,499455556.578,224384258.845,684342613.761,7.845,2.59
"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",906,94.375,2.396,float64,54,32,1,0.0,8641636182.659,8641636182.659,1482015863.771,2265014.551,2855766706.389,0.925,1.626
"PNG, bonds (NFL, current US$)",906,94.375,0.104,float64,54,53,1,-2037185000.0,5300000000.0,7337185000.0,195938685.185,81188500.0,1105296720.477,8.931,2.051
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",907,94.479,0.625,float64,53,48,1,0.0,65.134,65.134,26.216,25.822,18.593,-0.842,0.325
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",907,94.479,0.625,float64,53,48,1,0.0,65.298,65.298,29.181,25.822,20.97,-1.248,0.18
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",907,94.479,0.625,float64,53,48,1,0.0,48.91,48.91,17.114,14.859,11.982,0.474,0.85
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",907,94.479,0.625,float64,53,48,1,0.0,48.91,48.91,14.148,9.796,12.751,0.775,1.273
"Net official flows from UN agencies, WTO-ITC (current US$)",907,94.479,0.0,float64,53,43,4,1761.0,866086.006,864325.006,95018.434,49114.0,136406.065,19.421,3.846
Firms that spend on R&D (% of firms),908,94.583,0.0,float64,52,47,5,1.3,57.1,55.800000000000004,22.394,20.05,13.127,0.556,0.863
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",908,94.583,2.708,float64,52,27,1,0.0,59.704,59.704,10.384,0.001,19.577,0.757,1.545
"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",908,94.583,0.312,float64,52,50,1,0.0,4983308981.65,4983308981.65,1164341703.333,894812703.36,980990590.255,4.417,1.819
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",910,94.792,0.0,float64,50,50,0,21.737,98.474,76.73700000000001,69.139,73.701,19.459,-0.524,-0.522
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",910,94.792,0.0,float64,50,50,0,25.665,96.949,71.28399999999999,70.984,74.4,18.509,-0.313,-0.617
"Children in employment, work only, female (% of female children in employment, ages 7-14)",910,94.792,0.0,float64,50,50,0,1.526,78.263,76.73700000000001,30.859,26.299,19.46,-0.525,0.522
"Children in employment, work only, male (% of male children in employment, ages 7-14)",910,94.792,0.0,float64,50,50,0,3.051,74.335,71.28399999999999,29.016,25.6,18.509,-0.313,0.617
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, External creditors, Nominal Value, % of GDP",910,94.792,0.0,float64,50,50,0,0.136,27.417,27.281000000000002,6.809,1.545,9.567,-0.169,1.28
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",910,94.792,0.0,float64,50,50,0,0.136,12.511,12.375,3.555,1.545,3.609,-0.178,1.026
"Gross PSD, Nonfinancial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",910,94.792,0.0,float64,50,50,0,0.181,87.423,87.242,19.105,1.545,30.591,0.017,1.349
"Gross PSD, Nonfinancial Public Corp., All maturities, Loans, Nominal Value, % of GDP",910,94.792,0.0,float64,50,50,0,0.181,8.58,8.399000000000001,3.525,1.545,2.954,-1.655,0.293
"Gross PSD, Nonfinancial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",910,94.792,0.0,float64,50,50,0,0.181,70.965,70.784,15.023,1.545,23.705,0.195,1.387
"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",910,94.792,0.521,float64,50,46,1,0.0,6.791,6.791,2.682,1.499,2.315,-1.485,0.332
"Gross PSD, Budgetary Central Gov., All maturities, All instruments, Nominal Value, % of GDP",911,94.896,0.0,float64,49,49,0,14.77,81.15,66.38000000000001,49.111,53.6,18.045,-0.258,-0.609
"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",911,94.896,0.0,float64,49,49,0,5.829,68.011,62.181999999999995,32.656,31.345,20.004,-1.253,0.213
"Gross PSD, Budgetary Central Gov., All maturities, Loans, Nominal Value, % of GDP",911,94.896,0.0,float64,49,49,0,0.588,48.91,48.321999999999996,15.503,10.459,14.511,-0.252,0.996
"Gross PSD, Budgetary Central Gov., Long-term, All instruments, Nominal Value, % of GDP",911,94.896,0.0,float64,49,49,0,14.378,76.172,61.794,44.056,46.916,16.717,-0.467,-0.383
"Gross PSD, Budgetary Central Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",911,94.896,0.0,float64,49,49,0,12.694,67.176,54.482,41.177,42.671,15.587,-0.596,-0.403
"Gross PSD, Financial Public Corp., All maturities, All instruments, Nominal Value, % of GDP",911,94.896,0.0,float64,49,49,0,0.001,116.725,116.72399999999999,27.24,4.637,42.129,-0.233,1.273
"Gross PSD, Financial Public Corp., Long-term, All instruments, Nominal Value, % of GDP",911,94.896,0.0,float64,49,49,0,0.001,64.736,64.735,12.991,2.151,20.533,0.603,1.465
"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",911,94.896,0.0,float64,49,49,0,0.001,64.736,64.735,12.787,2.151,20.624,0.603,1.47
"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",911,94.896,3.333,float64,49,18,1,0.0,9.385,9.385,1.538,0.0,2.777,0.313,1.395
"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",911,94.896,0.833,float64,49,42,1,0.0,5883101473.687,5883101473.687,870949464.593,148347591.0,1449631970.63,4.483,2.157
"Net official flows from UN agencies, UNWOMEN (current US$)",911,94.896,0.0,float64,49,49,0,421.44,1559229.97,1558808.53,944306.931,991433.084,393993.106,0.442,-0.917
"Bird species, threatened",912,95.0,0.0,float64,48,24,10,6.0,54.0,48.0,20.688,19.0,11.075,1.253,1.227
Ease of doing business rank (1=most business-friendly regulations),912,95.0,0.0,float64,48,48,0,13.0,190.0,177.0,139.5,150.0,40.566,1.16,-1.123
"Fish species, threatened",912,95.0,0.104,float64,48,39,9,0.0,179.0,179.0,43.0,35.5,37.871,2.476,1.338
"Gross PSD, Budgetary Central Gov., Short-term, All instruments, Nominal Value, % of GDP",912,95.0,0.0,float64,48,48,0,0.361,9.177,8.815999999999999,5.19,6.076,2.742,-1.132,-0.476
Land area where elevation is below 5 meters (% of total land area),912,95.0,1.667,float64,48,33,1,0.0,26.051,26.051,2.172,0.258,5.064,13.031,3.556
"Mammal species, threatened",912,95.0,0.0,float64,48,25,11,4.0,121.0,117.0,20.146,16.0,17.774,22.145,4.082
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",912,95.0,0.0,float64,48,47,1,34.7,305.1,270.40000000000003,175.667,172.05,56.126,0.5,-0.343
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",912,95.0,0.0,float64,48,47,1,27.1,257.8,230.70000000000002,153.931,161.4,50.87,0.337,-0.489
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",912,95.0,0.0,float64,48,48,0,43.7,364.9,321.2,203.056,209.5,67.489,0.328,-0.027
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",912,95.0,0.0,float64,48,47,1,5.5,108.1,102.6,44.606,40.4,24.046,0.548,0.885
"Plant species (higher), threatened",912,95.0,0.104,float64,48,38,7,0.0,1111.0,1111.0,101.292,47.5,193.552,16.962,3.891
Population living in areas where elevation is below 5 meters (% of total population),912,95.0,1.667,float64,48,33,1,0.0,28.483,28.483,3.363,1.333,5.658,9.209,2.852
Rural land area (sq. km),912,95.0,0.0,float64,48,48,0,475.174,2295898.507,2295423.333,497065.751,295970.992,533807.965,1.732,1.326
Rural land area where elevation is below 5 meters (% of total land area),912,95.0,1.667,float64,48,33,1,0.0,25.069,25.069,2.088,0.253,4.938,12.766,3.546
Rural land area where elevation is below 5 meters (sq. km),912,95.0,1.667,float64,48,33,1,0.0,18125.355,18125.355,2103.192,709.435,3920.017,8.272,2.847
Rural population living in areas where elevation is below 5 meters (% of total population),912,95.0,1.667,float64,48,33,1,0.0,15.221,15.221,1.045,0.291,2.352,29.03,4.996
Urban land area (sq. km),912,95.0,0.0,float64,48,48,0,10.25,25189.869,25179.619,2396.482,1131.387,4231.936,19.213,4.077
Urban land area where elevation is below 5 meters (% of total land area),912,95.0,1.667,float64,48,33,1,0.0,0.982,0.982,0.084,0.007,0.206,11.99,3.491
Urban land area where elevation is below 5 meters (sq. km),912,95.0,1.667,float64,48,33,1,0.0,989.307,989.307,61.599,13.806,151.152,31.3,5.225
Urban population living in areas where elevation is below 5 meters (% of total population),912,95.0,1.667,float64,48,33,1,0.0,19.54,19.54,2.319,0.999,4.159,7.455,2.704
"Gross PSD, Financial Public Corp., Short-term, Loans, Nominal Value, % of GDP",913,95.104,2.604,float64,47,23,1,0.0,1.459,1.459,0.354,0.0,0.475,-0.314,1.073
"Gross PSD, General Gov., All maturities, All instruments, Domestic creditors, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,8.729,65.327,56.598,33.826,32.951,15.816,-0.655,0.084
"Gross PSD, General Gov., All maturities, All instruments, Domestic currency, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,8.729,69.837,61.108000000000004,37.061,39.704,18.597,-1.018,0.052
"Gross PSD, General Gov., All maturities, All instruments, External creditors, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,1.346,36.142,34.79600000000001,17.202,17.235,9.762,-0.692,0.132
"Gross PSD, General Gov., All maturities, All instruments, Foreign currency, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,1.346,36.676,35.33,13.967,10.26,10.874,-0.737,0.758
"Gross PSD, General Gov., All maturities, All instruments, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,10.178,81.18,71.00200000000001,51.028,55.24,20.21,0.026,-0.874
"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,8.729,66.242,57.513000000000005,36.924,39.875,17.488,-0.841,-0.087
"Gross PSD, General Gov., All maturities, Loans, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,1.346,36.8,35.45399999999999,11.674,8.832,10.436,-0.209,0.931
"Gross PSD, General Gov., Long-term, All instruments, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,6.991,76.197,69.206,43.59,47.247,18.547,-0.15,-0.664
"Gross PSD, General Gov., Long-term, With payment due in more than one year, All instruments, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,6.173,67.197,61.024,36.404,39.648,18.931,-1.006,-0.304
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,1.775,59.723,57.948,26.563,26.043,17.689,-1.092,0.239
"Gross PSD, General Gov., Long-term, With payment due in more than one year, Loans, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,0.975,33.451,32.476,9.245,6.9,9.322,1.132,1.421
"Gross PSD, General Gov., Short-term, All instruments, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,0.367,15.631,15.264,7.438,6.742,4.042,-0.745,0.522
"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,0.367,8.829,8.462,5.426,5.543,1.899,-0.249,-0.453
"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",913,95.104,0.0,float64,47,47,0,10.178,79.051,68.873,48.597,52.498,19.053,-0.051,-0.86
"Average working hours of children, study and work, ages 7-14 (hours per week)",914,95.208,0.0,float64,46,43,3,4.1,40.3,36.199999999999996,13.404,11.95,7.42,3.552,1.697
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",914,95.208,0.0,float64,46,44,2,3.8,36.8,33.0,12.647,11.06,7.016,3.298,1.714
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",914,95.208,0.0,float64,46,44,2,4.2,42.0,37.8,13.926,12.5,7.68,3.489,1.652
