Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Political Stability and Absence of Violence/Terrorism: Number of Sources,float64,615,180,9,9,1.0,9.0,22.642,0.0,5.741,6.0,1.522,-0.221,-0.506
Political Stability and Absence of Violence/Terrorism: Percentile Rank,float64,615,180,408,197,0.0,100.0,22.642,0.377,48.987,48.113,28.873,-1.202,0.036
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,615,180,229,137,0.0,95.283,22.642,3.145,36.768,34.906,24.696,-1.089,0.244
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,615,180,233,143,1.887,100.0,22.642,0.0,60.537,58.491,30.559,-1.159,-0.271
Political Stability and Absence of Violence/Terrorism: Standard Error,float64,615,180,76,50,0.205,0.402,22.642,0.0,0.238,0.233,0.023,11.032,2.642
Population & Housing census (Availability score over 20 years),float64,576,219,3,3,0.0,1.0,27.547,3.396,0.861,1.0,0.272,2.421,-1.835
Population ages 0-14 (% of total population),float64,795,0,791,4,10.699,49.215,0.0,0.0,26.348,24.645,10.108,-1.107,0.423
"Population ages 0-14, female",float64,795,0,788,7,1507.0,983292354.0,0.0,0.0,42425102.962,1453675.0,128604907.114,26.497,4.81
"Population ages 0-14, female (% of female population)",float64,795,0,791,4,9.571,47.624,0.0,0.0,25.887,24.393,10.079,-1.117,0.381
"Population ages 0-14, male",float64,795,0,789,6,1687.0,1045014514.0,0.0,0.0,44902103.219,1544474.0,136693699.95,26.598,4.825
"Population ages 0-14, male (% of male population)",float64,795,0,791,4,10.894,51.747,0.0,0.0,26.917,24.929,10.195,-1.095,0.424
"Population ages 0-14, total",float64,795,0,789,6,3196.0,2028306865.0,0.0,0.0,87327205.831,2998149.0,265288571.261,26.552,4.818
"Population ages 00-04, female (% of female population)",float64,795,0,791,4,2.549,18.669,0.0,0.0,8.706,7.757,4.036,-0.856,0.566
"Population ages 00-04, male (% of male population)",float64,795,0,790,5,2.7,19.208,0.0,0.0,9.05,8.024,4.11,-0.842,0.606
"Population ages 05-09, female (% of female population)",float64,795,0,792,3,3.292,15.922,0.0,0.0,8.745,8.302,3.354,-1.155,0.337
"Population ages 05-09, male (% of male population)",float64,795,0,791,4,3.827,16.981,0.0,0.0,9.092,8.483,3.376,-1.12,0.382
"Population ages 10-14, female (% of female population)",float64,795,0,792,3,3.508,14.28,0.0,0.0,8.437,8.236,2.774,-1.224,0.205
"Population ages 10-14, male (% of male population)",float64,795,0,793,2,3.214,15.742,0.0,0.0,8.775,8.461,2.806,-1.162,0.239
"Population ages 15-19, female (% of female population)",float64,795,0,792,3,3.288,12.261,0.0,0.0,7.803,7.805,2.259,-1.276,0.058
"Population ages 15-19, male (% of male population)",float64,795,0,793,2,2.544,12.876,0.0,0.0,8.103,8.148,2.256,-1.173,0.057
Population ages 15-64 (% of total population),float64,795,0,790,5,48.641,83.361,0.0,0.0,63.781,64.737,5.811,0.314,-0.131
"Population ages 15-64, female",float64,795,0,788,7,2908.0,2580770912.0,0.0,0.0,103482389.76,3363432.0,324930279.512,27.72,4.967
"Population ages 15-64, female (% of female population)",float64,795,0,792,3,49.364,76.278,0.0,0.0,63.125,63.802,5.226,-0.19,-0.277
"Population ages 15-64, male",float64,795,0,789,6,3091.0,2657416724.0,0.0,0.0,106012554.044,3405720.0,334659174.965,27.614,4.964
"Population ages 15-64, male (% of male population)",float64,795,0,790,5,46.384,87.964,0.0,0.0,64.362,65.559,6.435,0.621,-0.039
"Population ages 15-64, total",float64,795,0,789,6,6000.0,5238187628.0,0.0,0.0,209494943.81,6780422.0,659573856.107,27.669,4.966
"Population ages 20-24, female (% of female population)",float64,795,0,789,6,3.611,11.376,0.0,0.0,7.408,7.657,1.697,-1.185,-0.221
"Population ages 20-24, male (% of male population)",float64,795,0,790,5,4.2,11.664,0.0,0.0,7.721,7.975,1.573,-1.101,-0.18
"Population ages 25-29, female (% of female population)",float64,795,0,792,3,3.911,11.419,0.0,0.0,7.304,7.567,1.279,-0.192,-0.23
"Population ages 25-29, male (% of male population)",float64,795,0,792,3,4.289,15.206,0.0,0.0,7.658,7.728,1.444,5.444,1.347
"Population ages 30-34, female (% of female population)",float64,795,0,793,2,4.0,14.258,0.0,0.0,7.252,7.126,1.185,4.87,1.217
"Population ages 30-34, male (% of male population)",float64,795,0,792,3,4.36,18.193,0.0,0.0,7.581,7.403,1.644,11.786,2.592
"Population ages 35-39, female (% of female population)",float64,795,0,791,4,3.835,12.878,0.0,0.0,6.848,6.77,1.184,3.553,1.142
"Population ages 35-39, male (% of male population)",float64,795,0,791,4,3.104,17.087,0.0,0.0,7.086,7.027,1.612,8.31,2.061
"Population ages 40-44, female (% of female population)",float64,795,0,790,5,2.931,10.369,0.0,0.0,6.237,6.352,1.167,0.464,0.085
"Population ages 40-44, male (% of male population)",float64,795,0,793,2,2.372,13.045,0.0,0.0,6.379,6.457,1.441,1.987,0.612
"Population ages 45-49, female (% of female population)",float64,795,0,790,5,2.357,9.517,0.0,0.0,5.695,5.927,1.381,-0.688,-0.111
"Population ages 45-49, male (% of male population)",float64,795,0,792,3,1.877,11.038,0.0,0.0,5.744,5.967,1.523,-0.507,-0.025
"Population ages 50-54, female (% of female population)",float64,795,0,791,4,2.308,9.457,0.0,0.0,5.327,5.563,1.681,-0.967,0.004
"Population ages 50-54, male (% of male population)",float64,795,0,792,3,1.798,9.067,0.0,0.0,5.284,5.436,1.759,-1.004,-0.011
"Population ages 55-59, female (% of female population)",float64,795,0,791,4,1.739,9.363,0.0,0.0,4.932,4.989,1.903,-1.193,0.046
"Population ages 55-59, male (% of male population)",float64,795,0,791,4,1.475,9.081,0.0,0.0,4.767,4.728,1.955,-1.178,0.092
"Population ages 60-64, female (% of female population)",float64,795,0,790,5,1.353,8.232,0.0,0.0,4.32,4.17,1.949,-1.273,0.175
"Population ages 60-64, male (% of male population)",float64,795,0,791,4,0.997,8.723,0.0,0.0,4.039,3.803,1.947,-1.243,0.222
Population ages 65 and above (% of total population),float64,795,0,793,2,1.304,37.319,0.0,0.0,9.871,7.886,6.752,-0.094,0.816
"Population ages 65 and above, female",float64,795,0,789,6,149.0,446891863.0,0.0,0.0,15965769.882,421476.0,51276556.336,26.754,4.822
"Population ages 65 and above, female (% of female population)",float64,795,0,794,1,1.956,38.286,0.0,0.0,10.988,8.856,7.481,-0.378,0.779
"Population ages 65 and above, male",float64,795,0,786,9,111.0,357583823.0,0.0,0.0,12767631.132,333811.0,41152862.273,26.621,4.814
"Population ages 65 and above, male (% of male population)",float64,795,0,792,3,1.048,36.313,0.0,0.0,8.72,6.968,6.039,0.531,0.929
"Population ages 65 and above, total",float64,795,0,788,7,260.0,804475697.0,0.0,0.0,28733401.306,769851.0,92417650.536,26.703,4.819
"Population ages 65-69, female (% of female population)",float64,795,0,794,1,0.896,8.028,0.0,0.0,3.578,3.306,1.891,-1.165,0.366
"Population ages 65-69, male (% of male population)",float64,795,0,792,3,0.579,7.859,0.0,0.0,3.196,2.883,1.78,-1.164,0.37
"Population ages 70-74, female (% of female population)",float64,795,0,790,5,0.496,7.86,0.0,0.0,2.809,2.308,1.777,-0.858,0.631
"Population ages 70-74, male (% of male population)",float64,795,0,790,5,0.246,7.446,0.0,0.0,2.379,1.94,1.576,-0.646,0.689
"Population ages 75-79, female (% of female population)",float64,795,0,792,3,0.131,6.661,0.0,0.0,1.955,1.481,1.429,-0.263,0.893
"Population ages 75-79, male (% of male population)",float64,795,0,789,6,0.12,6.465,0.0,0.0,1.54,1.162,1.204,0.706,1.131
"Population ages 80 and above, female (% of female population)",float64,795,0,791,4,0.094,19.494,0.0,0.0,2.645,1.674,2.617,5.418,1.784
"Population ages 80 and above, male (% of male population)",float64,795,0,790,5,0.1,16.273,0.0,0.0,1.605,0.937,1.705,17.866,2.976
Population density (people per sq. km of land area),float64,522,273,520,2,0.138,20681.818,34.34,0.0,321.495,81.121,1576.236,123.614,10.723
Population growth (annual %),float64,794,1,788,6,-10.927,6.527,0.126,0.0,0.986,0.963,1.498,8.955,-1.344
Population in largest city,float64,459,336,459,0,343661.0,37339805.0,42.264,0.0,4711700.214,2232240.0,6275922.183,7.832,2.642
Population in the largest city (% of urban population),float64,591,204,576,7,3.148,100.0,25.66,0.0,29.942,26.682,17.45,3.231,1.564
Population in urban agglomerations of more than 1 million,float64,363,432,363,0,1056180.0,441275113.0,54.34,0.0,15772904.766,3326001.0,47112040.964,52.358,6.779
Population in urban agglomerations of more than 1 million (% of total population),float64,477,318,460,10,4.098,100.0,40.0,0.0,25.591,21.112,16.38,4.71,1.869
"Population, female",float64,795,0,789,6,4795.0,4007523965.0,0.0,0.0,161873262.362,5410575.0,500116512.84,27.901,4.956
"Population, female (% of total population)",float64,795,0,791,4,28.153,54.921,0.0,0.0,50.003,50.283,2.63,25.274,-4.206
"Population, male",float64,795,0,789,6,5021.0,4054352036.0,0.0,0.0,163682288.431,5347981.0,508534758.641,27.765,4.952
"Population, male (% of total population)",float64,795,0,792,3,45.079,71.847,0.0,0.0,49.997,49.717,2.63,25.274,4.206
"Population, total",float64,795,0,789,6,9816.0,8061876001.0,0.0,0.0,325555550.786,10569207.0,1008628401.193,27.834,4.954
"Portfolio Investment, net (BoP, current US$)",float64,487,308,487,0,-1149515000000.0,312541648630.153,38.742,0.0,-813828405.857,34686114.474,70725452751.027,148.551,-9.175
"Portfolio equity, net inflows (BoP, current US$)",float64,604,191,508,9,-116777097718.125,1394578047048.871,24.025,11.195,23225268799.209,19841.884,143513700505.247,67.059,8.008
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",float64,229,566,184,9,-91820264000.0,154611632000.0,71.195,4.277,1386643755.459,0.0,22676701295.298,25.601,2.786
Poverty gap at $2.15 a day (2017 PPP) (%),float64,121,674,36,15,0.0,33.1,84.78,3.019,1.691,0.3,4.44,33.51,5.429
Poverty gap at $3.65 a day (2017 PPP) (%),float64,121,674,54,25,0.0,49.8,84.78,1.006,4.829,1.2,8.906,11.023,3.106
Poverty gap at $6.85 a day (2017 PPP) (%),float64,121,674,94,15,0.0,69.5,84.78,0.377,12.739,5.9,16.385,2.137,1.676
Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),float64,121,674,56,20,0.0,65.7,84.78,1.509,5.374,0.9,11.281,14.067,3.532
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),float64,121,674,78,25,0.0,85.8,84.78,0.377,13.407,4.2,20.338,3.126,1.968
Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),float64,121,674,105,11,0.1,96.3,84.78,0.0,29.435,19.9,29.863,-0.481,0.917
Poverty headcount ratio at national poverty lines (% of population),float64,103,692,88,12,3.9,73.6,87.044,0.0,22.231,20.0,13.71,3.008,1.611
Poverty headcount ratio at societal poverty line (% of population),float64,121,674,105,16,6.7,65.7,84.78,0.0,22.624,21.4,10.327,3.863,1.464
Power outages in firms in a typical month (number),float64,14,781,12,2,0.0,28.3,98.239,0.252,7.393,1.35,10.445,0.073,1.289
Pregnant women receiving prenatal care (%),float64,6,789,6,0,83.5,97.7,99.245,0.0,89.533,87.0,6.316,-1.987,0.668
"Preprimary education, duration (years)",float64,739,56,10,9,1.0,7.0,7.044,0.0,4.02,3.0,1.61,-1.265,0.179
"Present value of external debt (% of exports of goods, services and income)",float64,113,682,113,0,6.326,347.7,85.786,0.0,101.051,81.694,75.69,2.082,1.441
Present value of external debt (current US$),float64,132,663,132,0,168586752.9,3498718674932.502,83.396,0.0,134853941961.794,8706170959.0,483388288300.206,34.579,5.673
"Prevalence of HIV, female (% ages 15-24)",float64,317,478,68,17,0.1,12.7,60.126,0.0,0.743,0.1,1.659,20.487,4.218
"Prevalence of HIV, male (% ages 15-24)",float64,317,478,54,14,0.1,4.2,60.126,0.0,0.4,0.1,0.673,13.622,3.616
"Prevalence of HIV, total (% of population ages 15-49)",float64,344,451,106,26,0.1,26.8,56.73,0.0,1.575,0.4,3.544,21.539,4.371
Prevalence of moderate or severe food insecurity in the population (%),float64,303,492,228,61,2.0,89.2,61.887,0.0,32.398,28.2,24.499,-0.769,0.637
"Prevalence of overweight (modeled estimate, % of children under 5)",float64,412,383,200,80,0.8,28.7,48.176,0.0,6.562,5.608,3.944,4.96,1.644
"Prevalence of overweight, weight for height (% of children under 5)",float64,36,759,29,7,0.9,12.1,95.472,0.0,4.375,3.55,3.053,-0.021,0.911
"Prevalence of overweight, weight for height, female (% of children under 5)",float64,36,759,30,6,0.5,12.8,95.472,0.0,4.186,3.5,3.094,0.622,1.081
"Prevalence of overweight, weight for height, male (% of children under 5)",float64,36,759,31,5,0.6,11.4,95.472,0.0,4.544,3.8,3.059,-0.429,0.785
Prevalence of severe food insecurity in the population (%),float64,301,494,153,72,0.0,63.2,62.138,1.384,10.756,5.9,12.558,3.58,1.866
"Prevalence of severe wasting, weight for height (% of children under 5)",float64,51,744,34,11,0.01,4.92,93.585,0.0,1.352,1.3,0.973,1.964,0.902
"Prevalence of severe wasting, weight for height, female (% of children under 5)",float64,33,762,18,11,0.0,2.4,95.849,0.252,1.088,1.0,0.697,-1.081,0.143
"Prevalence of severe wasting, weight for height, male (% of children under 5)",float64,33,762,24,6,0.1,3.0,95.849,0.0,1.515,1.4,0.949,-1.385,0.029
"Prevalence of stunting, height for age (% of children under 5)",float64,40,755,39,1,0.5,55.8,94.969,0.0,22.175,22.0,13.959,-0.337,0.477
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",float64,410,385,301,78,1.2,56.5,48.428,0.0,17.599,14.562,12.263,-0.19,0.707
"Prevalence of stunting, height for age, female (% of children under 5)",float64,40,755,40,0,0.0,51.9,94.969,0.126,20.602,19.6,13.131,-0.202,0.561
"Prevalence of stunting, height for age, male (% of children under 5)",float64,40,755,36,4,0.8,59.7,94.969,0.0,23.748,24.4,14.888,-0.456,0.411
Prevalence of undernourishment (% of population),float64,438,357,240,51,2.5,51.3,44.906,0.0,10.502,5.9,10.139,1.988,1.53
"Prevalence of underweight, weight for age (% of children under 5)",float64,65,730,63,2,0.3,34.6,91.824,0.0,12.04,12.5,8.631,-0.428,0.409
"Prevalence of underweight, weight for age, female (% of children under 5)",float64,36,759,35,1,1.7,32.5,95.472,0.0,13.333,13.45,8.053,0.046,0.454
"Prevalence of underweight, weight for age, male (% of children under 5)",float64,36,759,34,2,1.9,36.9,95.472,0.0,15.217,16.2,9.128,-0.255,0.246
"Prevalence of wasting, weight for height (% of children under 5)",float64,53,742,49,4,0.18,14.85,93.333,0.0,5.863,5.91,3.767,-0.725,0.273
"Prevalence of wasting, weight for height, female (% of children under 5)",float64,34,761,31,3,0.4,11.4,95.723,0.0,5.462,5.65,3.241,-1.095,-0.025
"Prevalence of wasting, weight for height, male (% of children under 5)",float64,34,761,30,3,0.4,12.4,95.723,0.0,6.7,7.1,4.036,-1.414,-0.063
Price level ratio of PPP conversion factor (GDP) to market exchange rate,float64,591,204,589,1,0.144,1.229,25.66,0.0,0.521,0.44,0.237,0.145,0.98
"Primary completion rate, female (% of relevant age group)",float64,470,325,464,6,37.694,167.04,40.881,0.0,91.167,95.381,14.51,2.617,-0.351
"Primary completion rate, male (% of relevant age group)",float64,471,324,463,8,46.353,147.103,40.755,0.0,90.818,94.585,14.252,1.385,-0.513
"Primary completion rate, total (% of relevant age group)",float64,474,321,468,6,43.53,156.167,40.377,0.0,91.032,95.123,14.084,1.66,-0.495
"Primary education, duration (years)",float64,767,28,5,5,4.0,8.0,3.522,0.0,5.757,6.0,0.794,0.761,-0.732
"Primary education, pupils",float64,583,212,577,6,1302.0,771422784.0,26.667,0.0,43119999.027,1539846.0,114935955.993,19.165,4.131
"Primary education, teachers",float64,527,268,520,7,62.0,34253252.0,33.711,0.0,1976842.702,76410.0,5120362.782,17.608,3.999
"Primary education, teachers (% female)",float64,510,285,505,5,15.689,99.497,35.849,0.0,72.259,77.107,17.51,0.252,-0.857
Primary government expenditures as a proportion of original approved budget (%),float64,182,613,182,0,48.669,168.044,77.107,0.0,100.935,101.115,15.807,2.604,0.151
"Primary income payments (BoP, current US$)",float64,642,153,640,2,301773.202,7008280185586.369,19.245,0.0,216416481275.53,5564046671.364,759673090919.941,34.396,5.548
"Primary income receipts (BoP, current US$)",float64,642,153,640,2,26031.624,6615008081032.411,19.245,0.0,193531293968.759,2225211289.764,764061071830.898,35.609,5.787
Primary school age children out-of-school (%),float64,55,740,55,0,0.0,19.046,93.082,0.126,3.727,2.289,4.507,4.337,2.15
Primary school starting age (years),float64,629,166,3,3,5.0,7.0,20.881,0.0,6.038,6.0,0.528,0.582,0.043
"Probability of dying among adolescents ages 10-14 years (per 1,000)",float64,488,307,155,53,0.2,12.1,38.616,0.0,2.429,1.6,2.26,2.283,1.608
"Probability of dying among adolescents ages 15-19 years (per 1,000)",float64,488,307,183,77,0.8,17.7,38.616,0.0,4.604,3.8,3.384,1.824,1.408
"Probability of dying among children ages 5-9 years (per 1,000)",float64,488,307,172,59,0.1,20.2,38.616,0.0,3.033,1.4,3.595,3.004,1.827
"Probability of dying among youth ages 20-24 years (per 1,000)",float64,488,307,215,83,1.0,27.3,38.616,0.0,6.577,5.4,4.86,1.951,1.446
Proportion of people living below 50 percent of median income (%),float64,103,692,80,19,3.1,22.2,87.044,0.0,12.914,12.7,4.855,-0.849,0.094
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),float64,11,784,6,1,0.0,1.55,98.616,0.755,0.183,0.0,0.458,10.382,3.194
Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),float64,11,784,9,2,0.0,4.27,98.616,0.252,0.726,0.17,1.309,5.894,2.404
Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),float64,11,784,8,1,0.0,1.83,98.616,0.503,0.405,0.09,0.609,1.875,1.595
Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),float64,11,784,9,1,0.0,8.46,98.616,0.377,2.397,0.35,3.184,-0.229,1.099
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),float64,16,779,16,0,1.7,31.41,97.987,0.0,10.952,11.845,8.195,0.951,0.893
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),float64,16,779,15,1,0.12,8.86,97.987,0.0,2.174,1.575,2.385,3.32,1.78
Proportion of seats held by women in national parliaments (%),float64,706,89,468,137,0.0,61.25,11.195,0.881,25.097,24.929,11.672,-0.184,0.235
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",float64,8,787,8,0,14.056,17.789,98.994,0.0,15.993,15.773,1.396,-1.569,0.103
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",float64,8,787,8,0,3.709,12.252,98.994,0.0,8.452,10.104,3.601,-1.909,-0.544
Prosperity gap (average shortfall from a prosperity standard of $25/day),float64,121,674,56,30,0.4,23.1,84.78,0.0,3.663,2.7,3.448,11.241,2.782
Public and publicly guaranteed debt service (% of GNI),float64,448,347,436,11,0.0,26.179,43.648,0.252,2.352,1.84,2.383,28.148,4.094
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",float64,400,395,387,12,0.178,58.448,49.686,0.0,7.713,6.118,6.344,11.594,2.467
Public private partnerships investment in ICT (current US$),float64,10,785,9,1,17590000.0,1890690000.0,98.742,0.0,610134000.0,149340000.0,837747226.942,-1.148,1.028
Public private partnerships investment in energy (current US$),float64,108,687,102,5,5000000.0,24314720000.0,86.415,0.0,3435238888.889,475230000.0,5997450630.898,4.108,2.205
Public private partnerships investment in transport (current US$),float64,67,728,61,4,4500000.0,56014480000.0,91.572,0.0,10713349552.239,1860000000.0,15507675483.714,1.102,1.514
Public private partnerships investment in water and sanitation (current US$),float64,23,772,19,3,7000000.0,9339270000.0,97.107,0.0,1569818260.87,565200000.0,2277217082.966,5.468,2.233
Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,float64,55,740,55,0,1.638,80.548,93.082,0.0,16.678,7.12,19.532,2.253,1.711
Quality of Debt service data according to World Bank,float64,651,144,4,4,0.0,1.0,18.113,5.786,0.893,1.0,0.286,4.514,-2.481
Rail lines (total route-km),float64,65,730,65,0,230.1,148553.347,91.824,0.0,12094.302,3159.0,26077.302,14.636,3.69
"Railways, goods transported (million ton-km)",float64,60,735,55,3,25.115,2638562.0,92.453,0.0,142578.646,7973.3,478045.127,18.509,4.267
"Railways, passengers carried (million passenger-km)",float64,57,738,52,4,0.812,946499.0,92.83,0.0,27606.184,2052.0,128622.778,48.74,6.82
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),float64,701,94,693,7,7.34,104.824,11.824,0.0,72.005,77.42,18.843,1.372,-1.29
Ratio of female to male labor force participation rate (%) (national estimate),float64,383,412,378,5,15.778,101.963,51.824,0.0,73.477,78.634,17.225,1.565,-1.403
Real effective exchange rate index (2010 = 100),float64,278,517,278,0,53.792,476.867,65.031,0.0,104.223,100.594,32.417,71.981,7.041
Real interest rate (%),float64,296,499,296,0,-73.54,41.299,62.767,0.0,1.574,2.281,11.037,10.607,-1.174
Refugee population by country or territory of asylum,float64,636,159,591,27,5.0,37573655.0,20.0,0.0,1797785.123,45531.0,4550566.643,19.248,3.948
Refugee population by country or territory of origin,float64,701,94,612,54,5.0,37573655.0,11.824,0.0,1572568.76,4838.0,4822737.784,20.571,4.285
Regulatory Quality: Estimate,float64,615,180,603,7,-2.393,2.309,22.642,0.0,-0.031,-0.108,0.999,-0.596,0.069
Regulatory Quality: Number of Sources,float64,615,180,12,11,1.0,12.0,22.642,0.0,6.711,7.0,2.312,0.11,-0.758
Regulatory Quality: Percentile Rank,float64,615,180,407,197,0.0,100.0,22.642,0.377,49.061,48.113,29.017,-1.178,0.057
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,615,180,230,138,0.0,99.528,22.642,2.39,37.798,32.857,27.747,-1.066,0.403
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,615,180,249,144,1.415,100.0,22.642,0.0,59.275,60.849,28.671,-1.036,-0.246
Regulatory Quality: Standard Error,float64,615,180,210,100,0.163,0.527,22.642,0.0,0.241,0.225,0.069,4.522,2.079
Renewable energy consumption (% of total final energy consumption),float64,283,512,206,49,0.0,96.3,64.403,1.006,29.203,19.5,28.206,-0.5,0.87
Renewable internal freshwater resources per capita (cubic meters),float64,231,564,228,2,0.0,456351.337,70.943,0.126,13332.791,3130.048,39850.88,77.588,7.997
"Renewable internal freshwater resources, total (billion cubic meters)",float64,230,565,215,12,0.0,42808.602,71.069,0.126,1883.093,63.905,5428.528,23.68,4.502
Research and development expenditure (% of GDP),float64,130,665,130,0,0.04,5.557,83.648,0.0,1.209,0.914,1.135,1.1,1.148
Researchers in R&D (per million people),float64,114,681,113,1,14.519,9081.936,85.66,0.0,2321.912,1628.116,2230.299,0.197,1.058
"Reserves and related items (BoP, current US$)",float64,513,282,513,0,-132032344702.961,189513049063.367,35.472,0.0,2352436103.345,86802983.721,17713347854.795,50.609,3.456
"Revenue, excluding grants (% of GDP)",float64,297,498,295,2,3.268,83.805,62.642,0.0,25.636,24.779,10.889,3.462,1.067
"Revenue, excluding grants (current LCU)",float64,242,553,242,0,257438970.52,2966217400980491.0,69.56,0.0,33999230999737.72,495580000000.0,238551312782126.25,114.357,10.3
Risk of catastrophic expenditure for surgical care (% of people at risk),float64,278,517,195,33,0.0,100.0,65.031,2.893,19.532,10.8,23.786,1.919,1.575
Risk of impoverishing expenditure for surgical care (% of people at risk),float64,278,517,198,28,0.0,100.0,65.031,4.277,24.539,15.15,27.358,0.398,1.152
"Risk premium on lending (lending rate minus treasury bill rate, %)",float64,139,656,138,1,-6.187,43.863,82.516,0.0,6.097,4.7,7.722,10.793,2.849
Rule of Law: Estimate,float64,615,180,607,7,-2.301,2.013,22.642,0.0,-0.025,-0.116,0.998,-0.756,0.057
Rule of Law: Number of Sources,float64,615,180,16,15,1.0,16.0,22.642,0.0,9.185,10.0,3.406,-0.034,-0.837
Rule of Law: Percentile Rank,float64,615,180,411,198,0.0,100.0,22.642,0.377,49.256,49.048,29.012,-1.184,0.038
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,615,180,245,148,0.0,97.143,22.642,1.509,40.312,38.208,27.741,-1.082,0.283
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,615,180,243,138,1.415,100.0,22.642,0.0,57.346,55.66,29.207,-1.156,-0.156
Rule of Law: Standard Error,float64,615,180,327,97,0.14,0.495,22.642,0.0,0.191,0.165,0.075,6.403,2.653
Rural population,float64,789,6,754,7,0.0,3454733286.0,0.755,3.774,148991409.848,3521217.0,474754895.45,25.264,4.771
Rural population (% of total population),float64,789,6,753,8,0.0,86.544,0.755,3.774,38.957,39.703,22.5,-0.92,0.117
Rural population growth (annual %),float64,758,37,752,6,-16.714,4.174,4.654,0.0,-0.083,-0.038,1.673,14.466,-2.073
S&P Global Equity Indices (annual % change),float64,160,635,160,0,-62.437,135.729,79.874,0.0,0.37,-3.11,26.74,4.811,1.284
SDDS/e-GDDS subscription,float64,651,144,3,3,0.0,1.0,18.113,10.943,0.613,0.5,0.333,-0.786,-0.29
SPI Overall Score,float64,555,240,554,1,23.497,95.256,30.189,0.0,69.376,69.412,16.755,-0.745,-0.335
Safely Managed Drinking Water,float64,651,144,2,2,0.5,1.0,18.113,0.0,0.939,1.0,0.163,3.414,-2.325
"School enrollment, preprimary (% gross)",float64,75,720,75,0,1.146,105.603,90.566,0.0,54.992,51.687,31.288,-1.29,0.031
"School enrollment, preprimary, female (% gross)",float64,75,720,75,0,1.019,109.62,90.566,0.0,55.039,51.752,30.954,-1.261,0.014
"School enrollment, preprimary, male (% gross)",float64,75,720,75,0,1.272,111.505,90.566,0.0,54.954,51.156,31.703,-1.28,0.066
"School enrollment, primary (% gross)",float64,565,230,559,6,8.448,257.434,28.931,0.0,100.513,100.03,14.028,33.712,2.289
"School enrollment, primary (gross), gender parity index (GPI)",float64,75,720,75,0,0.8,1.164,90.566,0.0,0.994,0.991,0.052,4.356,0.443
"School enrollment, primary and secondary (gross), gender parity index (GPI)",float64,57,738,57,0,0.752,1.176,92.83,0.0,1.004,1.002,0.059,6.479,-0.651
"School enrollment, primary, female (% gross)",float64,562,233,556,6,19.238,644.816,29.308,0.0,100.762,99.713,26.144,335.493,16.121
"School enrollment, primary, male (% gross)",float64,562,233,556,6,23.105,162.572,29.308,0.0,101.211,100.556,11.886,7.682,0.678
"School enrollment, primary, private (% of total primary)",float64,440,355,436,4,0.0,97.066,44.654,0.126,16.566,12.537,15.799,6.958,2.307
"School enrollment, secondary (% gross)",float64,496,299,490,6,3.294,144.852,37.61,0.0,86.704,91.482,24.399,0.227,-0.535
"School enrollment, secondary (gross), gender parity index (GPI)",float64,58,737,58,0,0.583,1.244,92.704,0.0,1.021,1.02,0.101,5.634,-1.254
"School enrollment, secondary, female (% gross)",float64,488,307,483,5,2.713,153.241,38.616,0.0,88.116,92.859,24.863,0.407,-0.471
"School enrollment, secondary, male (% gross)",float64,488,307,483,5,3.86,137.575,38.616,0.0,86.735,91.067,23.318,0.114,-0.534
"School enrollment, secondary, private (% of total secondary)",float64,410,385,407,3,0.0,96.727,48.428,0.126,20.003,17.098,16.421,4.23,1.788
"School enrollment, tertiary (% gross)",float64,440,355,436,4,3.383,166.666,44.654,0.0,49.709,47.058,28.402,0.005,0.445
"School enrollment, tertiary (gross), gender parity index (GPI)",float64,431,364,426,5,0.46,1.799,45.786,0.0,1.176,1.187,0.213,0.579,-0.338
