Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,219,36,121,49,7.109,95.283,14.118,0.0,57.446,57.547,17.05,1.155,-0.361
"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,219,36,101,41,13.27,100.0,14.118,0.0,84.878,91.943,17.461,3.73,-1.829
Political Stability and Absence of Violence/Terrorism: Standard Error,float64,219,36,56,31,0.205,0.402,14.118,0.0,0.242,0.23,0.033,5.61,2.218
Population & Housing census (Availability score over 20 years),float64,183,72,3,3,0.0,1.0,28.235,1.176,0.94,1.0,0.187,10.724,-3.262
Population ages 0-14 (% of total population),float64,255,0,255,0,10.699,38.323,0.0,0.0,17.426,16.346,4.467,4.994,1.838
"Population ages 0-14, female",float64,255,0,255,0,1572.0,29318012.0,0.0,0.0,1268686.153,189498.0,3591264.456,41.332,5.95
"Population ages 0-14, female (% of female population)",float64,255,0,255,0,9.571,37.8,0.0,0.0,17.367,15.901,5.211,2.602,1.548
"Population ages 0-14, male",float64,255,0,255,0,1715.0,30935985.0,0.0,0.0,1335928.373,199839.0,3786275.306,41.359,5.953
"Population ages 0-14, male (% of male population)",float64,255,0,255,0,10.894,38.845,0.0,0.0,17.745,16.898,4.371,5.978,1.933
"Population ages 0-14, total",float64,255,0,255,0,3287.0,60253996.0,0.0,0.0,2604614.545,389337.0,7377533.977,41.346,5.952
"Population ages 00-04, female (% of female population)",float64,255,0,255,0,2.549,12.82,0.0,0.0,5.475,5.014,1.919,2.627,1.527
"Population ages 00-04, male (% of male population)",float64,255,0,255,0,2.7,12.677,0.0,0.0,5.569,5.355,1.57,4.786,1.741
"Population ages 05-09, female (% of female population)",float64,255,0,255,0,3.292,13.133,0.0,0.0,5.888,5.31,1.834,2.781,1.625
"Population ages 05-09, male (% of male population)",float64,255,0,255,0,3.827,13.516,0.0,0.0,6.018,5.758,1.505,6.044,1.953
"Population ages 10-14, female (% of female population)",float64,255,0,255,0,3.508,12.571,0.0,0.0,6.004,5.649,1.558,2.332,1.352
"Population ages 10-14, male (% of male population)",float64,255,0,255,0,3.214,13.128,0.0,0.0,6.158,5.939,1.433,5.34,1.679
"Population ages 15-19, female (% of female population)",float64,255,0,255,0,3.288,9.859,0.0,0.0,5.772,5.574,1.267,0.538,0.82
"Population ages 15-19, male (% of male population)",float64,255,0,255,0,2.544,10.477,0.0,0.0,5.976,5.795,1.268,1.475,0.801
Population ages 15-64 (% of total population),float64,255,0,255,0,49.896,83.361,0.0,0.0,66.871,65.657,5.063,1.921,0.571
"Population ages 15-64, female",float64,255,0,254,1,3431.0,106256922.0,0.0,0.0,5128575.188,647350.0,13749781.288,33.94,5.338
"Population ages 15-64, female (% of female population)",float64,255,0,255,0,49.364,76.278,0.0,0.0,65.333,64.536,4.642,0.619,0.089
"Population ages 15-64, male",float64,255,0,255,0,3536.0,111349151.0,0.0,0.0,5338865.102,923125.0,14147857.226,36.166,5.489
"Population ages 15-64, male (% of male population)",float64,255,0,255,0,50.45,87.964,0.0,0.0,68.196,67.111,5.468,2.929,0.89
"Population ages 15-64, total",float64,255,0,255,0,6967.0,217606073.0,0.0,0.0,10467440.243,1843121.0,27881017.545,35.121,5.419
"Population ages 20-24, female (% of female population)",float64,255,0,255,0,3.611,10.062,0.0,0.0,5.925,5.732,1.207,0.774,0.908
"Population ages 20-24, male (% of male population)",float64,255,0,255,0,4.2,10.475,0.0,0.0,6.307,6.085,1.137,1.283,0.998
"Population ages 25-29, female (% of female population)",float64,255,0,255,0,3.911,11.419,0.0,0.0,6.519,6.301,1.466,0.823,0.943
"Population ages 25-29, male (% of male population)",float64,255,0,255,0,4.289,15.206,0.0,0.0,7.14,6.727,1.962,4.586,1.939
"Population ages 30-34, female (% of female population)",float64,255,0,255,0,4.0,14.258,0.0,0.0,7.122,6.721,1.619,3.765,1.558
"Population ages 30-34, male (% of male population)",float64,255,0,255,0,4.36,18.193,0.0,0.0,7.754,7.237,2.346,6.046,2.258
"Population ages 35-39, female (% of female population)",float64,255,0,255,0,4.323,12.878,0.0,0.0,7.141,6.689,1.469,2.649,1.482
"Population ages 35-39, male (% of male population)",float64,255,0,255,0,4.252,17.087,0.0,0.0,7.653,7.052,2.112,5.048,2.101
"Population ages 40-44, female (% of female population)",float64,255,0,255,0,4.47,10.369,0.0,0.0,6.978,6.845,1.024,1.261,0.933
"Population ages 40-44, male (% of male population)",float64,255,0,255,0,3.936,13.045,0.0,0.0,7.34,6.975,1.423,3.009,1.368
"Population ages 45-49, female (% of female population)",float64,255,0,255,0,4.125,9.517,0.0,0.0,6.791,6.71,0.97,0.408,0.09
"Population ages 45-49, male (% of male population)",float64,255,0,255,0,3.823,11.038,0.0,0.0,7.041,6.87,1.065,1.054,0.232
"Population ages 50-54, female (% of female population)",float64,255,0,255,0,3.005,9.457,0.0,0.0,6.678,6.732,1.163,1.518,-0.716
"Population ages 50-54, male (% of male population)",float64,255,0,255,0,3.195,9.067,0.0,0.0,6.807,6.864,1.088,0.626,-0.417
"Population ages 55-59, female (% of female population)",float64,255,0,255,0,2.336,9.363,0.0,0.0,6.483,6.486,1.356,1.364,-0.963
"Population ages 55-59, male (% of male population)",float64,255,0,255,0,2.482,9.081,0.0,0.0,6.454,6.526,1.36,0.828,-0.815
"Population ages 60-64, female (% of female population)",float64,255,0,255,0,1.623,8.232,0.0,0.0,5.924,6.187,1.466,1.288,-1.194
"Population ages 60-64, male (% of male population)",float64,255,0,255,0,1.388,8.723,0.0,0.0,5.724,5.992,1.512,1.23,-1.143
Population ages 65 and above (% of total population),float64,255,0,255,0,1.304,37.319,0.0,0.0,15.704,16.799,6.618,0.354,-0.162
"Population ages 65 and above, female",float64,255,0,255,0,149.0,31675306.0,0.0,0.0,1725245.992,101278.0,4566127.316,21.451,4.36
"Population ages 65 and above, female (% of female population)",float64,255,0,255,0,1.956,38.286,0.0,0.0,17.3,18.639,7.279,-0.202,-0.221
"Population ages 65 and above, male",float64,255,0,254,1,111.0,26706454.0,0.0,0.0,1322553.918,91003.0,3595768.586,27.025,4.83
"Population ages 65 and above, male (% of male population)",float64,255,0,255,0,1.048,36.313,0.0,0.0,14.059,14.914,6.031,1.106,0.054
"Population ages 65 and above, total",float64,255,0,254,1,260.0,58381760.0,0.0,0.0,3047799.976,187430.0,8141471.353,23.853,4.558
"Population ages 65-69, female (% of female population)",float64,255,0,255,0,0.896,7.41,0.0,0.0,5.088,5.34,1.567,0.399,-0.951
"Population ages 65-69, male (% of male population)",float64,255,0,255,0,0.579,7.859,0.0,0.0,4.707,5.08,1.516,0.746,-1.071
"Population ages 70-74, female (% of female population)",float64,255,0,255,0,0.496,7.86,0.0,0.0,4.258,4.669,1.664,-0.516,-0.531
"Population ages 70-74, male (% of male population)",float64,255,0,255,0,0.246,7.446,0.0,0.0,3.764,4.061,1.506,-0.157,-0.526
"Population ages 75-79, female (% of female population)",float64,255,0,255,0,0.131,6.661,0.0,0.0,3.192,3.417,1.488,-0.788,-0.225
"Population ages 75-79, male (% of male population)",float64,255,0,255,0,0.12,6.465,0.0,0.0,2.626,2.639,1.292,-0.13,0.078
"Population ages 80 and above, female (% of female population)",float64,255,0,255,0,0.094,19.494,0.0,0.0,4.762,4.973,3.017,4.546,1.252
"Population ages 80 and above, male (% of male population)",float64,255,0,255,0,0.1,16.273,0.0,0.0,2.963,2.992,2.145,13.793,2.599
Population density (people per sq. km of land area),float64,165,90,165,0,0.138,20681.818,35.294,0.0,743.016,138.291,2747.664,37.688,6.015
Population growth (annual %),float64,254,1,254,0,-10.927,6.527,0.392,0.0,0.491,0.435,1.711,9.567,-0.918
Population in largest city,float64,144,111,144,0,437120.0,37339805.0,43.529,0.0,4300000.674,1848298.5,6120963.769,16.241,3.658
Population in the largest city (% of urban population),float64,144,111,138,1,5.488,100.0,43.529,0.0,35.318,27.913,24.079,1.151,1.298
Population in urban agglomerations of more than 1 million,float64,117,138,117,0,1056180.0,157903565.0,54.118,0.0,12595520.624,3162253.0,27345165.191,18.952,4.238
Population in urban agglomerations of more than 1 million (% of total population),float64,117,138,112,1,4.839,100.0,54.118,0.0,36.823,27.404,23.537,0.575,1.045
"Population, female",float64,255,0,255,0,5745.0,166628596.0,0.0,0.0,8122507.322,1051860.0,21748896.219,32.322,5.212
"Population, female (% of total population)",float64,255,0,255,0,28.153,54.921,0.0,0.0,49.652,50.549,4.128,9.764,-2.902
"Population, male",float64,255,0,255,0,5964.0,168286299.0,0.0,0.0,7997347.4,1333125.0,21377925.905,35.837,5.468
"Population, male (% of total population)",float64,255,0,255,0,45.079,71.847,0.0,0.0,50.348,49.451,4.128,9.764,2.902
"Population, total",float64,255,0,255,0,11709.0,334914895.0,0.0,0.0,16119854.722,2656032.0,43102829.683,34.073,5.339
"Portfolio Investment, net (BoP, current US$)",float64,190,65,190,0,-1149515000000.0,231226199100.796,25.49,0.0,-4440510155.792,805755739.667,106747130463.449,71.653,-6.966
"Portfolio equity, net inflows (BoP, current US$)",float64,181,74,169,1,-53068000000.0,683605804337.407,29.02,5.098,8984482080.196,0.0,61063136456.518,87.935,8.665
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",float64,3,252,1,1,0.0,0.0,98.824,1.176,0.0,0.0,0.0,.,0
Poverty gap at $2.15 a day (2017 PPP) (%),float64,36,219,9,4,0.0,1.0,85.882,5.49,0.192,0.15,0.233,3.09,1.647
Poverty gap at $3.65 a day (2017 PPP) (%),float64,36,219,10,8,0.0,1.4,85.882,1.961,0.361,0.25,0.379,1.94,1.594
Poverty gap at $6.85 a day (2017 PPP) (%),float64,36,219,20,6,0.0,4.8,85.882,1.176,0.933,0.5,1.151,5.523,2.311
Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),float64,36,219,13,6,0.0,1.8,85.882,1.961,0.375,0.2,0.417,3.226,1.796
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),float64,36,219,15,9,0.0,4.4,85.882,0.784,0.822,0.5,1.054,6.008,2.462
Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),float64,36,219,25,7,0.1,12.9,85.882,0.0,2.519,1.55,3.212,4.588,2.152
Poverty headcount ratio at national poverty lines (% of population),float64,42,213,35,5,6.5,22.9,83.529,0.0,15.912,15.2,4.268,-0.915,0.16
Poverty headcount ratio at societal poverty line (% of population),float64,36,219,32,4,6.7,25.4,85.882,0.0,14.206,13.3,5.082,-0.4,0.536
Power outages in firms in a typical month (number),float64,5,250,3,2,0.0,0.3,98.039,0.784,0.1,0.1,0.122,2.0,1.361
"Preprimary education, duration (years)",float64,212,43,7,7,1.0,7.0,16.863,0.0,4.608,5.0,1.679,-1.251,-0.397
"Present value of external debt (% of exports of goods, services and income)",float64,1,254,1,0,13.721,13.721,99.608,0.0,13.721,13.721,,.,.
Present value of external debt (current US$),float64,1,254,1,0,1897852218.8,1897852218.8,99.608,0.0,1897852218.8,1897852218.8,,.,.
"Prevalence of HIV, female (% ages 15-24)",float64,68,187,4,3,0.1,0.4,73.333,0.0,0.129,0.1,0.069,4.396,2.313
"Prevalence of HIV, male (% ages 15-24)",float64,68,187,6,5,0.1,0.7,73.333,0.0,0.15,0.1,0.126,10.156,3.132
"Prevalence of HIV, total (% of population ages 15-49)",float64,72,183,11,8,0.1,1.5,71.765,0.0,0.344,0.2,0.36,1.688,1.584
Prevalence of moderate or severe food insecurity in the population (%),float64,99,156,77,18,2.0,43.3,61.176,0.0,11.099,8.3,8.483,3.922,1.956
"Prevalence of overweight (modeled estimate, % of children under 5)",float64,68,187,40,17,2.0,21.8,73.333,0.0,8.435,7.65,4.355,0.863,0.963
"Prevalence of overweight, weight for height (% of children under 5)",float64,3,252,3,0,4.1,12.1,98.824,0.0,7.567,6.5,4.105,.,1.09
"Prevalence of overweight, weight for height, female (% of children under 5)",float64,3,252,3,0,3.8,12.8,98.824,0.0,7.7,6.5,4.618,.,1.09
"Prevalence of overweight, weight for height, male (% of children under 5)",float64,3,252,3,0,4.3,11.4,98.824,0.0,7.367,6.4,3.647,.,1.109
Prevalence of severe food insecurity in the population (%),float64,99,156,41,26,0.0,10.2,61.176,1.569,2.518,1.9,2.004,3.71,1.799
"Prevalence of severe wasting, weight for height (% of children under 5)",float64,3,252,3,0,0.1,0.8,98.824,0.0,0.533,0.7,0.379,.,-1.597
"Prevalence of severe wasting, weight for height, female (% of children under 5)",float64,1,254,1,0,0.8,0.8,99.608,0.0,0.8,0.8,,.,.
"Prevalence of severe wasting, weight for height, male (% of children under 5)",float64,1,254,1,0,0.9,0.9,99.608,0.0,0.9,0.9,,.,.
"Prevalence of stunting, height for age (% of children under 5)",float64,4,251,4,0,0.5,6.3,98.431,0.0,2.1,0.8,2.805,3.932,1.98
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",float64,64,191,45,16,1.2,15.3,74.902,0.0,5.503,4.55,3.897,0.108,1.047
"Prevalence of stunting, height for age, female (% of children under 5)",float64,4,251,4,0,0.0,4.9,98.431,0.392,1.6,0.75,2.229,3.555,1.843
"Prevalence of stunting, height for age, male (% of children under 5)",float64,4,251,3,1,0.8,7.7,98.431,0.0,2.625,1.0,3.385,3.985,1.995
Prevalence of undernourishment (% of population),float64,108,147,18,5,2.5,12.8,57.647,0.0,3.134,2.5,1.865,15.674,3.873
"Prevalence of underweight, weight for age (% of children under 5)",float64,3,252,3,0,0.3,3.1,98.824,0.0,1.5,1.1,1.442,.,1.152
"Prevalence of underweight, weight for age, female (% of children under 5)",float64,1,254,1,0,3.1,3.1,99.608,0.0,3.1,3.1,,.,.
"Prevalence of underweight, weight for age, male (% of children under 5)",float64,1,254,1,0,3.1,3.1,99.608,0.0,3.1,3.1,,.,.
"Prevalence of wasting, weight for height (% of children under 5)",float64,3,252,3,0,1.6,4.8,98.824,0.0,3.133,3.0,1.604,.,0.371
"Prevalence of wasting, weight for height, female (% of children under 5)",float64,1,254,1,0,3.0,3.0,99.608,0.0,3.0,3.0,,.,.
"Prevalence of wasting, weight for height, male (% of children under 5)",float64,1,254,1,0,3.0,3.0,99.608,0.0,3.0,3.0,,.,.
Price level ratio of PPP conversion factor (GDP) to market exchange rate,float64,215,40,213,1,0.313,1.229,15.686,0.0,0.73,0.697,0.214,-0.636,0.367
"Primary completion rate, female (% of relevant age group)",float64,115,140,115,0,60.093,167.04,54.902,0.0,97.995,98.018,12.745,10.612,1.962
"Primary completion rate, male (% of relevant age group)",float64,115,140,115,0,64.146,147.103,54.902,0.0,98.348,98.209,11.585,5.618,1.367
"Primary completion rate, total (% of relevant age group)",float64,116,139,116,0,62.069,156.167,54.51,0.0,98.011,98.042,11.575,7.898,1.518
"Primary education, duration (years)",float64,237,18,5,5,4.0,8.0,7.059,0.0,5.747,6.0,0.909,0.349,-0.4
"Primary education, pupils",float64,159,96,159,0,1302.0,23913326.0,37.647,0.0,1101918.021,232330.0,2978692.337,41.288,5.912
"Primary education, teachers",float64,134,121,134,0,62.0,1774348.25,47.451,0.0,81905.629,16859.0,228474.364,43.797,6.239
"Primary education, teachers (% female)",float64,130,125,130,0,52.772,99.315,49.02,0.0,83.646,83.95,7.884,2.191,-0.791
Primary government expenditures as a proportion of original approved budget (%),float64,66,189,66,0,85.461,140.698,74.118,0.0,106.072,105.905,11.123,1.669,0.815
"Primary income payments (BoP, current US$)",float64,190,65,190,0,7736533.067,1309693000000.0,25.49,0.0,78525818377.162,17662313555.288,165313441572.614,25.4,4.452
"Primary income receipts (BoP, current US$)",float64,190,65,190,0,8012635.842,1376719000000.0,25.49,0.0,82322893381.663,13967515889.946,179067613344.874,24.993,4.439
Primary school age children out-of-school (%),float64,38,217,38,0,0.031,16.846,85.098,0.0,3.294,2.193,3.809,4.116,2.074
Primary school starting age (years),float64,237,18,3,3,5.0,7.0,7.059,0.0,5.962,6.0,0.562,0.188,-0.012
"Probability of dying among adolescents ages 10-14 years (per 1,000)",float64,128,127,17,17,0.2,2.5,49.804,0.0,0.735,0.5,0.492,3.005,1.772
"Probability of dying among adolescents ages 15-19 years (per 1,000)",float64,128,127,37,23,0.8,7.4,49.804,0.0,2.056,1.65,1.355,3.215,1.813
"Probability of dying among children ages 5-9 years (per 1,000)",float64,128,127,17,13,0.1,3.1,49.804,0.0,0.625,0.4,0.504,10.077,2.851
"Probability of dying among youth ages 20-24 years (per 1,000)",float64,128,127,47,26,1.0,20.7,49.804,0.0,3.259,2.25,2.928,18.292,3.729
Proportion of people living below 50 percent of median income (%),float64,36,219,32,4,5.4,22.0,85.882,0.0,12.242,11.85,4.384,-0.429,0.47
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),float64,3,252,1,1,0.0,0.0,98.824,1.176,0.0,0.0,0.0,.,0
Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),float64,3,252,2,1,0.0,0.02,98.824,0.784,0.007,0.0,0.012,.,1.732
Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),float64,3,252,1,1,0.0,0.0,98.824,1.176,0.0,0.0,0.0,.,0
Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),float64,3,252,1,1,0.0,0.0,98.824,1.176,0.0,0.0,0.0,.,0
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),float64,4,251,4,0,4.34,16.09,98.431,0.0,9.035,7.855,5.647,-2.469,0.629
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),float64,4,251,4,0,0.22,2.0,98.431,0.0,1.267,1.425,0.867,-3.23,-0.489
Proportion of seats held by women in national parliaments (%),float64,189,66,121,45,0.0,50.42,25.882,0.392,28.224,28.369,12.304,-0.635,-0.218
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",float64,6,249,6,0,14.056,17.119,97.647,0.0,15.419,15.312,1.07,0.261,0.537
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",float64,6,249,6,0,3.75,12.252,97.647,0.0,9.778,10.437,3.077,4.467,-2.015
Prosperity gap (average shortfall from a prosperity standard of $25/day),float64,36,219,15,9,0.4,2.2,85.882,0.0,1.097,1.1,0.468,-0.316,0.548
Public and publicly guaranteed debt service (% of GNI),float64,3,252,3,0,0.939,1.234,98.824,0.0,1.039,0.945,0.168,.,1.73
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",float64,2,253,2,0,0.721,1.69,99.216,0.0,1.206,1.206,0.685,.,.
Public private partnerships investment in energy (current US$),float64,5,250,5,0,22000000.0,3802000000.0,98.039,0.0,819682000.0,101020000.0,1667506219.395,4.992,2.234
Public private partnerships investment in transport (current US$),float64,4,251,4,0,109000000.0,890020000.0,98.431,0.0,423755000.0,348000000.0,346756110.4,0.059,0.989
Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,float64,38,217,38,0,1.638,37.796,85.098,0.0,8.092,5.558,8.482,4.494,2.255
Quality of Debt service data according to World Bank,float64,255,0,4,3,0.0,1.0,0.0,2.353,0.971,1.0,0.159,31.439,-5.689
Rail lines (total route-km),float64,35,220,35,0,230.1,148553.347,86.275,0.0,14495.099,4031.0,28678.079,14.895,3.672
"Railways, goods transported (million ton-km)",float64,32,223,32,0,70.0,2638562.0,87.451,0.0,193079.753,9439.5,600983.143,12.695,3.655
"Railways, passengers carried (million passenger-km)",float64,29,226,29,0,290.0,103447.0,88.627,0.0,11690.074,2903.0,24121.456,10.126,3.23
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),float64,186,69,186,0,34.643,91.018,27.059,0.0,78.515,82.596,11.362,3.712,-1.875
Ratio of female to male labor force participation rate (%) (national estimate),float64,155,100,155,0,41.413,101.963,39.216,0.0,80.64,83.549,10.219,4.184,-1.717
Real effective exchange rate index (2010 = 100),float64,137,118,137,0,58.115,138.975,46.275,0.0,100.733,99.56,14.02,0.557,0.139
Real interest rate (%),float64,80,175,80,0,-19.469,24.38,68.627,0.0,0.383,0.608,8.668,0.849,0.162
Refugee population by country or territory of asylum,float64,172,83,163,6,5.0,2593007.0,32.549,0.0,133126.936,11411.0,325699.481,27.523,4.774
Refugee population by country or territory of origin,float64,177,78,129,24,5.0,86135.0,30.588,0.0,1970.09,67.0,10361.397,51.66,7.124
Regulatory Quality: Estimate,float64,219,36,207,7,-1.142,2.309,14.118,0.0,0.977,0.977,0.621,0.255,-0.478
Regulatory Quality: Number of Sources,float64,219,36,9,9,1.0,9.0,14.118,0.0,5.74,7.0,2.494,-0.699,-0.905
Regulatory Quality: Percentile Rank,float64,219,36,155,55,12.736,100.0,14.118,0.0,78.834,81.132,15.893,2.153,-1.163
"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,219,36,117,53,4.717,99.528,14.118,0.0,66.486,67.925,18.874,0.319,-0.717
"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,219,36,85,42,21.226,100.0,14.118,0.0,87.764,91.509,13.334,5.163,-1.828
Regulatory Quality: Standard Error,float64,219,36,67,30,0.207,0.527,14.118,0.0,0.278,0.235,0.089,0.779,1.482
Renewable energy consumption (% of total final energy consumption),float64,108,147,78,15,0.0,82.4,57.647,3.137,13.163,7.65,16.367,3.572,1.859
Renewable internal freshwater resources per capita (cubic meters),float64,59,196,59,0,0.0,456351.337,76.863,0.392,21954.642,2807.925,70538.4,28.685,5.209
"Renewable internal freshwater resources, total (billion cubic meters)",float64,59,196,57,2,0.0,4312.0,76.863,0.392,250.369,18.67,751.08,18.564,4.264
Research and development expenditure (% of GDP),float64,56,199,56,0,0.054,5.557,78.039,0.0,1.635,1.445,1.228,1.016,1.069
Researchers in R&D (per million people),float64,52,203,52,0,134.621,9081.936,79.608,0.0,3782.5,3986.64,2411.976,-0.868,0.129
"Reserves and related items (BoP, current US$)",float64,188,67,188,0,-132032344702.961,114257699123.622,26.275,0.0,2679874902.325,266963135.453,20401112334.984,20.798,-1.155
"Revenue, excluding grants (% of GDP)",float64,95,160,95,0,3.268,56.346,62.745,0.0,32.054,33.289,9.517,0.635,-0.603
"Revenue, excluding grants (current LCU)",float64,95,160,95,0,632644845.0,691857673794502.0,62.745,0.0,17041455904007.889,343065000000.0,95152993057172.17,44.2,6.676
Risk of catastrophic expenditure for surgical care (% of people at risk),float64,70,185,26,8,0.0,89.9,72.549,7.451,5.596,0.2,15.866,19.293,4.217
Risk of impoverishing expenditure for surgical care (% of people at risk),float64,70,185,17,6,0.0,14.3,72.549,13.333,0.873,0.1,2.537,16.382,3.984
"Risk premium on lending (lending rate minus treasury bill rate, %)",float64,35,220,34,1,0.227,7.978,86.275,0.0,3.738,2.724,2.507,-1.299,0.526
Rule of Law: Estimate,float64,219,36,212,6,-1.197,2.013,14.118,0.0,0.947,0.948,0.64,0.058,-0.539
Rule of Law: Number of Sources,float64,219,36,13,13,1.0,13.0,14.118,0.0,7.881,9.0,3.759,-0.856,-0.747
Rule of Law: Percentile Rank,float64,219,36,162,53,12.264,100.0,14.118,0.0,77.704,81.604,17.006,1.252,-1.023
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,219,36,119,50,6.132,97.143,14.118,0.0,68.193,69.34,18.84,0.335,-0.748
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,219,36,97,40,18.396,100.0,14.118,0.0,85.108,87.619,15.101,3.093,-1.448
Rule of Law: Standard Error,float64,219,36,94,35,0.141,0.495,14.118,0.0,0.21,0.168,0.101,2.459,2.013
Rural population,float64,252,3,223,1,0.0,56870028.0,1.176,11.765,3105468.536,312617.0,7951393.302,25.608,4.68
Rural population (% of total population),float64,252,3,223,1,0.0,85.529,1.176,11.765,22.855,16.69,20.53,0.582,1.088
Rural population growth (annual %),float64,221,34,221,0,-16.714,3.149,13.333,0.0,-0.698,-0.478,1.879,23.94,-3.242
S&P Global Equity Indices (annual % change),float64,94,161,94,0,-54.602,45.014,63.137,0.0,-0.186,-0.62,20.806,-0.574,0.031
SDDS/e-GDDS subscription,float64,255,0,3,3,0.0,1.0,0.0,27.059,0.629,1.0,0.429,-1.441,-0.525
SPI Overall Score,float64,177,78,176,1,37.449,95.256,30.588,0.0,80.833,88.35,15.178,-0.032,-1.171
Safely Managed Drinking Water,float64,255,0,2,2,0.5,1.0,0.0,0.0,0.953,1.0,0.146,5.867,-2.797
"School enrollment, preprimary (% gross)",float64,12,243,12,0,18.32,105.603,95.294,0.0,76.123,87.142,29.44,-0.035,-1.04
"School enrollment, preprimary, female (% gross)",float64,12,243,12,0,18.963,109.62,95.294,0.0,76.692,87.112,29.819,-0.071,-0.99
"School enrollment, preprimary, male (% gross)",float64,12,243,12,0,17.695,103.746,95.294,0.0,75.604,86.636,29.27,-0.035,-1.043
"School enrollment, primary (% gross)",float64,149,106,149,0,77.932,257.434,41.569,0.0,100.759,99.62,15.356,73.638,7.378
"School enrollment, primary (gross), gender parity index (GPI)",float64,15,240,15,0,0.948,1.154,94.118,0.0,1.014,0.997,0.051,3.113,1.486
"School enrollment, primary and secondary (gross), gender parity index (GPI)",float64,11,244,11,0,0.96,1.056,95.686,0.0,0.998,0.998,0.028,0.269,0.6
"School enrollment, primary, female (% gross)",float64,149,106,149,0,76.558,644.816,41.569,0.0,103.07,99.616,45.515,138.175,11.545
"School enrollment, primary, male (% gross)",float64,149,106,149,0,78.387,162.572,41.569,0.0,100.489,99.692,9.861,11.403,2.386
"School enrollment, primary, private (% of total primary)",float64,140,115,140,0,0.0,97.066,45.098,0.392,18.383,11.145,20.594,3.736,1.891
"School enrollment, secondary (% gross)",float64,146,109,146,0,60.794,144.852,42.745,0.0,104.02,102.944,16.866,0.561,0.173
"School enrollment, secondary (gross), gender parity index (GPI)",float64,11,244,11,0,0.918,1.089,95.686,0.0,0.99,0.993,0.05,0.199,0.506
"School enrollment, secondary, female (% gross)",float64,146,109,146,0,59.401,153.241,42.745,0.0,104.883,102.606,18.115,0.843,0.453
"School enrollment, secondary, male (% gross)",float64,146,109,146,0,61.701,137.575,42.745,0.0,103.317,103.346,16.426,0.232,-0.076
"School enrollment, secondary, private (% of total secondary)",float64,137,118,137,0,0.0,96.727,46.275,0.392,20.338,12.51,20.002,3.952,1.93
"School enrollment, tertiary (% gross)",float64,130,125,130,0,3.383,166.666,49.02,0.0,69.179,74.024,28.548,0.684,-0.047
"School enrollment, tertiary (gross), gender parity index (GPI)",float64,126,129,126,0,0.652,1.799,50.588,0.0,1.264,1.281,0.184,2.045,0.136
"School enrollment, tertiary, female (% gross)",float64,126,129,125,1,5.669,171.99,50.588,0.0,80.958,87.035,30.53,0.271,-0.315
"School enrollment, tertiary, male (% gross)",float64,126,129,126,0,1.137,161.732,50.588,0.0,60.684,62.103,27.094,1.497,0.293
Scientific and technical journal articles,float64,130,125,130,0,0.0,472448.44,49.02,0.392,26424.598,5746.935,62980.71,35.384,5.456
"Secondary education, duration (years)",float64,234,21,6,6,4.0,9.0,8.235,0.0,6.466,6.0,1.015,-0.154,0.379
"Secondary education, pupils",float64,153,102,153,0,1269.0,25432932.0,40.0,0.0,1432596.815,326439.0,3467951.339,29.022,4.874
"Secondary education, teachers",float64,124,131,123,1,19.0,1737205.75,51.373,0.0,135229.55,29224.0,314479.599,13.895,3.645
"Secondary education, teachers (% female)",float64,124,131,124,0,50.071,82.786,51.373,0.0,65.757,65.403,7.719,-0.364,0.148
"Secondary education, teachers, female",float64,121,134,121,0,13.0,1105635.0,52.549,0.0,86071.263,17438.0,224204.742,15.155,3.928
